symbol,cik,events
QEP,0001108827,6
ABT,0000001800,6
SKYW,0000793733,6
MFIN,0001000209,6
HNW,0001388126,6
PAVM,0001624326,6
VRS,0001421182,6
ADMS,0001328143,6
HTZ,0001657853,6
FHB,0000036377,6
DSU,0001051003,6
IPDN,0001546296,6
FBM,0001688941,6
SEMG,0001489136,6
NGHC,0001578735,6
ENSG,0001125376,6
ELVT,0001651094,6
IDT,0001005731,6
TPX,0001206264,6
FPH,0001574197,6
MPX,0001129155,6
IIF,0000916618,6
RA,0001655099,6
ALRN,0001420565,6
MRSN,0001442836,6
BST,0001616678,6
NIE,0001383441,6
TDC,0000816761,6
AXTA,0001616862,6
GYRO,0001589061,6
CNK,0001385280,6
MTSI,0001493594,6
JILL,0001687932,6
KRYS,0001711279,6
MRIN,0001389002,6
KIDS,0001425450,6
RVNC,0001479290,6
ATRC,0001323885,6
SCOO,0001055454,6
KIRK,0001056285,6
RMPL,0001644771,6
ACP,0001503290,6
DLPH,0001707092,6
STRL,0000874238,6
NSTG,0001401708,6
EAF,0000931148,6
UA,0001336917,6
ADT,0001703056,6
EAST,0001534708,6
EVOP,0001704596,6
EDUC,0000031667,6
FTI,0001681459,6
EIDX,0001731831,6
XERS,0001346302,6
KZR,0001645666,6
CNST,0001434418,6
BRY,0001705873,6
AMRS,0001365916,6
AKP,0001162028,6
RCM,0001472595,6
AFIN,0001568162,6
SF,0000720672,6
GSHD,0001726978,6
AOSL,0001387467,6
CRTO,0001576427,6
RCKT,0001281895,6
SLB,0000087347,6
ENOB,0001527728,6
ELY,0000837465,6
CERC,0001534120,6
GH,0001576280,6
URGN,0001668243,6
DTIL,0001357874,6
MNRL,0001745797,6
MWA,0001350593,6
RBCAA,0000921557,6
AXLA,0001633070,6
BMY,0000014272,6
ATH,0001527469,6
HIO,0000910068,6
STOK,0001623526,6
FTLF,0001374328,6
AGS,0001593548,6
NEPH,0001196298,6
SDC,0001775625,6
NVST,0001757073,6
VIR,0001706431,6
HSII,0001066605,6
DMTK,0001651944,6
CRS,0000017843,6
OXM,0000075288,6
ROCK,0000912562,6
SRLP,0001525287,6
AMTI,0001801777,6
NKTX,0001787400,6
PSTX,0001661460,6
BLI,0001689657,6
PFC,0000946647,6
IMUX,0001280776,6
SRRA,0001290149,6
HLIT,0000851310,6
STEP,0001796022,6
PRLD,0001678660,6
MDVL,0001402479,6
VTRS,0001792044,6
PRTA,0001559053,6
HYLN,0001759631,6
ASAN,0001477720,6
SDHY,0001812923,6
DBI,0001319947,6
FTCV,0001829328,6
DSGN,0001807120,6
ISIG,0000875355,6
TSHA,0001806310,6
ALTO,0000778164,6
SCOA,0001828985,6
FIGS,0001846576,6
NAUT,0001808805,6
JANX,0001817713,6
BHG,0001671284,6
CULL,0001845799,6
SGHT,0001531177,6
MCG,0001846510,6
LAW,0001625641,6
RXST,0001111485,6
OGN,0001821825,6
CVGI,0001290900,6
AM,0001623925,6
TKNO,0001850902,6
SLQT,0001794783,6
CARE,0001829576,6
SACH,0001682220,6
ACT,0001823529,6
AAN,0001821393,6
SODI,0000091668,6
INSG,0001022652,6
STKS,0001399520,6
KD,0001867072,6
JOBY,0001819848,6
AREN,0000894871,6
IAA,0001745041,6
FOUR,0001794669,6
ANTX,0001880438,6
MAX,0001818383,6
HCAT,0001636422,6
AMPY,0001533924,6
USGO,0001947244,6
USB,0000036104,6
MTCH,0000891103,6
BMN,0001832871,6
CBU,0000723188,6
ABL,0001814287,6
BRID,0000014177,6
WDI,0001819559,6
TRML,0001827506,6
CEV,0001074692,6
LENZ,0001815776,6
ZD,0001084048,6
GTE,0001273441,6
TECX,0001681087,6
CBNA,0001392272,6
PPTINC,0001080657,6
SIRI,0000908937,6
CVI,0001376139,6
MOALX,0002029852,6
NEGG,0001474627,6
CFND,0002044327,6
NAVN,0001639723,6
CFNL,0001060523,5
IFT,0001494448,5
CAS,0000018172,5
STRN,0000728331,5
OLP,0000712770,5
AFAM,0000799231,5
ETE,0001276187,5
FPRX,0001175505,5
VSTM,0001526119,5
MTOR,0001113256,5
UMPQ,0001077771,5
UCP,0001572684,5
TCB,0000814184,5
TCON,0001394319,5
RREDX,0001557725,5
FSC,0001414932,5
ENTA,0001177648,5
BLPH,0001600132,5
CBZ,0000944148,5
BNK,0001609132,5
CORI,0001594337,5
CTB,0000024491,5
GFIG,0001292426,5
SUBK,0000754673,5
WAYN,0001036030,5
SGM,0001454389,5
RSE,0001528558,5
CST,0001562039,5
SQBG,0000791770,5
BYD,0000906553,5
MPW,0001287865,5
OUT,0001579877,5
AMRI,0001065087,5
AIF,0001526697,5
RLH,0001052595,5
ACY,0001036848,5
BKH,0001130464,5
KERX,0001114220,5
QUMU,0000892482,5
GNE,0001528356,5
SSFN,0001023860,5
LGIH,0001580670,5
BDJ,0001332283,5
UE,0001611547,5
ZF,0000812090,5
PCBK,0001084717,5
GNK,0001326200,5
VKTX,0001607678,5
MRLN,0001260968,5
CPN,0000916457,5
BIOA,0001534287,5
PLPC,0000080035,5
HTGM,0001169987,5
NUO,0000878200,5
BDSI,0001103021,5
AMRK,0001591588,5
MXPT,0001611231,5
IPWR,0001507957,5
HMHC,0001580156,5
CSBK,0001592329,5
VHI,0000059255,5
TRNO,0001476150,5
ACXM,0000733269,5
DMO,0001478102,5
PRSC,0001220754,5
BLDR,0001316835,5
GBNK,0001324410,5
IPG,0000051644,5
CNSI,0001549872,5
UNAM,0000100716,5
SNR,0001610114,5
NTRA,0001604821,5
IIIN,0000764401,5
JOF,0000859796,5
AQMS,0001621832,5
JMT,0001479238,5
NYLD,0001567683,5
PSIX,0001137091,5
RSPP,0001588216,5
APAM,0001517302,5
BSX,0000885725,5
ITG,0000920424,5
MTZ,0000015615,5
MGU,0001326390,5
TERP,0001599947,5
TIER,0001176373,5
MPC,0001510295,5
IBP,0001580905,5
MPLX,0001552000,5
AFT,0001502573,5
FENX,0001615153,5
HES,0000004447,5
ACAT,0000719866,5
HWAY,0000704415,5
HLS,0000785161,5
MYOK,0001552451,5
CYH,0001108109,5
TWI,0000899751,5
PML,0001170299,5
BCV,0000009521,5
TCBK,0000356171,5
RT,0000068270,5
CCG,0001490983,5
KLXI,0001617898,5
SEP,0001394074,5
HPQ,0000047217,5
NWHM,0001574596,5
ISBC,0001594012,5
XLRN,0001280600,5
BTA,0001343793,5
CHSCO,0000823277,5
MSFG,0000720002,5
EGN,0000277595,5
MYCC,0001577095,5
ESRT,0001541401,5
CRY,0000784199,5
LDOS,0001336920,5
CATY,0000861842,5
PTCT,0001070081,5
HCCI,0001403431,5
NUS,0001021561,5
AIQ,0000817135,5
NGVC,0001547459,5
PNK,0001656239,5
DVAX,0001029142,5
PAHC,0001069899,5
WWWW,0001095291,5
NCBS,0001174850,5
PTHN,0001643848,5
SLG,0001040971,5
TCMD,0001027838,5
MDCA,0000876883,5
HOPE,0001128361,5
AAWW,0001135185,5
SZC,0001506488,5
IQI,0000885125,5
CWCO,0000928340,5
HDS,0001573097,5
BABY,0000878526,5
TRTL,0001608298,5
OTTW,0001675192,5
CRSP,0001674416,5
RARX,0001481512,5
BL,0001666134,5
TRTN,0001660734,5
CHI,0001171471,5
NEA,0001195737,5
SKIS,0001517401,5
DMRC,0001438231,5
VRA,0001495320,5
FBSS,0001083643,5
KBR,0001357615,5
HDNG,0000313716,5
SD,0001349436,5
BHVN,0001689813,5
UNIT,0001620280,5
MATX,0000003453,5
SC,0001580608,5
SGH,0001616533,5
SIG,0000832988,5
HK,0001282648,5
RCIIX,0001628040,5
ATUS,0001702780,5
KKR,0001404912,5
PVAC,0000077159,5
SCVL,0000895447,5
DCPH,0001654151,5
FBIO,0001429260,5
WMGI,0001492658,5
ST,0001477294,5
SBT,0001680379,5
SDOI,0000911649,5
FGEN,0000921299,5
SRF,0001526629,5
CSQ,0001275214,5
CCNI,0001140102,5
ALBO,0001322505,5
SLDB,0001707502,5
EVV,0001222922,5
PDEX,0000788920,5
ULH,0001308208,5
NOA,0001368519,5
CLUB,0001281774,5
PRDEX,0001568905,5
NCR,0000070866,5
TEVA,0000818686,5
EFC,0001411342,5
DSKE,0001642453,5
PUMP,0001680247,5
PBBI,0001652106,5
MGTX,0001735438,5
CATS,0001136174,5
FTSV,0001667633,5
AQST,0001398733,5
BE,0001664703,5
LQDA,0001330436,5
GNTX,0000355811,5
ARLO,0001736946,5
VREX,0001681622,5
XAN,0001332551,5
FATE,0001434316,5
CMO,0000766701,5
USFD,0001665918,5
ENLC,0001592000,5
CNTY,0000911147,5
KURA,0001422143,5
TAXA,0001528930,5
ISNS,0000943034,5
AMKR,0001047127,5
SG,0001744894,5
KLDO,0001751299,5
ASTE,0000792987,5
APLT,0001697532,5
DZSI,0001101680,5
SLGG,0001621672,5
IDYA,0001676725,5
TPR,0001116132,5
CPRI,0001530721,5
PSNL,0001527753,5
RGR,0000095029,5
QMCO,0000709283,5
COLD,0001455863,5
BCPL,0001726548,5
OYST,0001720725,5
SERV,0001428875,5
UBER,0001543151,5
SI,0001312109,5
IP,0000051434,5
PROS,0001634038,5
XEC,0001168054,5
BPYU,0001496048,5
UPWK,0001627475,5
AX,0001299709,5
RGP,0001084765,5
VVNT,0001713952,5
ARNC,0001790982,5
VRM,0001580864,5
BASI,0000720154,5
BFIN,0001303942,5
JEF,0000096223,5
DMS,0001725134,5
PAND,0001807901,5
FUBO,0001484769,5
XPER,0001803696,5
BLNK,0001429764,5
KRMD,0000704440,5
LUNG,0001127537,5
RADI,0001810739,5
KRON,0001741830,5
TARS,0001819790,5
SQZ,0001604477,5
GNPK,0001819810,5
HRL,0000048465,5
CERT,0001827090,5
BCAB,0001826892,5
DRVN,0001804745,5
CRAWA,0000047307,5
TERN,0001831363,5
SGFY,0001828182,5
SATS,0001415404,5
INNV,0001834376,5
APA,0001841666,5
SPNT,0001576018,5
JOAN,0001834585,5
ADV,0001776661,5
LOV,0001705338,5
VACC,0001828185,5
AVAH,0001832332,5
CLNN,0001822791,5
AVPT,0001777921,5
FOA,0001828937,5
SMRT,0001837014,5
GIPR,0001651721,5
DICE,0001645569,5
PRCT,0001588978,5
RELY,0001782170,5
VRAR,0001854445,5
SKLZ,0001801661,5
DTM,0001842022,5
JXN,0001822993,5
TIG,0001801754,5
MDWT,0000355379,5
PRLB,0001443669,5
BAFN,0001649739,5
AMLX,0001658551,5
SMP,0000093389,5
RLTY,0001866874,5
SRI,0001043337,5
HLMN,0001822492,5
VERX,0001806837,5
ETO,0001281926,5
BOH,0000046195,5
ZIMV,0001876588,5
MBBC,0001835385,5
FBRT,0001562528,5
DAVE,0001841408,5
FORFX,0001857314,5
SST,0001805833,5
PTLO,0001871509,5
ALTI,0001838615,5
STEL,0001473844,5
CMPR,0001262976,5
GHI,0001059142,5
TGLS,0001534675,5
SHCO,0001846510,5
SLNO,0001484565,5
KGS,0001767042,5
SHYF,0000743238,5
PHIN,0001968915,5
SKWD,0001519449,5
ALGM,0000866291,5
FTRE,0001965040,5
DNTH,0001690585,5
CART,0001579091,5
NMCO,0001774342,5
PETS,0001040130,5
KLG,0001959348,5
PSBD,0001794776,5
NAIFX,0001944664,5
SOC,0001831481,5
CPEFX,0001864609,5
PX,0001841968,5
RAPP,0002012593,5
DENN,0000852772,5
NGS,0001084991,5
WBTN,0001997859,5
CRVO,0001053691,5
HKHC,0000088000,5
AAP,0001158449,5
INR,0002029118,5
AARD,0001774857,5
VG,0002007855,5
HGTY,0001840776,5
ASIC,0002040491,5
VIRC,0000751365,5
NIQ,0002054696,5
AMRZ,0002035989,5
PRMB,0002042694,5
MIAX,0001438472,5
TCGSX,0002070546,5
SQNS,0001383395,5
LXK,0001001288,4
ERH,0001279014,4
ARIA,0000884731,4
BGT,0001287480,4
SWN,0000007332,4
AGRX,0001261249,4
ANCB,0001448301,4
ALB,0000915913,4
TSN,0000100493,4
HFFC,0000881790,4
LUB,0000016099,4
CMS,0000811156,4
PKY,0000729237,4
CENT,0000887733,4
DRA,0001598085,4
IRC,0000923284,4
KO,0000021344,4
WIRE,0000850460,4
TROV,0001213037,4
FCH,0000923603,4
CLNE,0001368265,4
PNM,0001108426,4
TUBE,0001449278,4
ACAS,0000817473,4
ANH,0001047884,4
BWG,0001504545,4
HTWO,0001562214,4
ETFC,0001015780,4
OMAM,0001611702,4
OB,0001369817,4
BOBE,0000033769,4
JMLP,0001582817,4
CKP,0000215419,4
ENOC,0001244937,4
BREW,0000892222,4
NCOM,0001609951,4
FSB,0001407067,4
FIVE,0001177609,4
AAN,0000706688,4
JGH,0001615905,4
FRED,0000724571,4
GRIF,0001037390,4
ERN,0001402281,4
BCC,0001328581,4
AVP,0000008868,4
BWP,0001336047,4
NWPX,0001001385,4
COLL,0001267565,4
CUI,0001108967,4
SCSS,0000827187,4
NYRT,0001474464,4
VKI,0000908993,4
AFCB,0001472093,4
BXS,0000701853,4
GDP,0000943861,4
MU,0000723125,4
PVBC,0001635840,4
RGLS,0001505512,4
NEOS,0001467652,4
BEAV,0000861361,4
PCH,0001338749,4
USBI,0000717806,4
GLBL,0001620702,4
MED,0000910329,4
TXRH,0001289460,4
HMSY,0001196501,4
BKU,0001504008,4
FNHC,0001069996,4
RMTI,0001041024,4
TRMB,0000864749,4
CWT,0001035201,4
SCTY,0001408356,4
CRF,0000033934,4
ARGS,0001105533,4
WATT,0001575793,4
DSW,0001319947,4
CALA,0001496671,4
KR,0000056873,4
AER,0001378789,4
GPS,0000039911,4
CSX,0000277948,4
NCV,0001214935,4
NRT,0000072633,4
MBRG,0000914138,4
OOMA,0001327688,4
EDGE,0001472091,4
VTL,0001280776,4
ELGX,0001013606,4
UMBF,0000101382,4
GKOS,0001192448,4
STWD,0001465128,4
SBTB,0001354174,4
LOXO,0001581720,4
PRTK,0001178711,4
FTK,0000928054,4
EQFN,0001635626,4
KBIO,0001293310,4
NMBL,0001452751,4
EBAY,0001065088,4
OAK,0001403528,4
PSTG,0001474432,4
SYY,0000096021,4
NRE,0001646587,4
BOFI,0001299709,4
VNDA,0001347178,4
CTSO,0001175151,4
ENFC,0001522327,4
ERA,0001525221,4
GBT,0001629137,4
MLHR,0000066382,4
BGB,0001546429,4
LM,0000704051,4
RJF,0000720005,4
UNB,0000706863,4
WCC,0000929008,4
TMHC,0001562476,4
TWIN,0000100378,4
FOX,0001308161,4
ACM,0000868857,4
BGC,0000886035,4
CSOD,0001401680,4
FLOW,0001641991,4
CSWI,0001624794,4
PFG,0001126328,4
IPHS,0001364099,4
CLW,0001441236,4
NVCR,0001645113,4
AVA,0000104918,4
JUNO,0001594864,4
P,0001230276,4
WFC,0000072971,4
NPO,0001164863,4
NTLA,0001652130,4
EGAS,0000043350,4
LNCE,0000057528,4
UDR,0000074208,4
RELY,0000038984,4
SONC,0000868611,4
VCYT,0001384101,4
PLRM,0001601347,4
MAMS,0000832488,4
HONE,0001668224,4
CBSH,0000022356,4
PTGX,0001377121,4
ROIC,0001407623,4
IIVI,0000820318,4
CSRA,0001646383,4
MNOV,0001226616,4
FLGT,0001674930,4
MRT,0001616314,4
MYAN,0000822370,4
RHP,0001040829,4
TUSK,0001679268,4
GCI,0001635718,4
LNT,0000352541,4
WERN,0000793074,4
IRMD,0001325618,4
CHY,0001222719,4
SLD,0001527590,4
REN,0001469510,4
NIQ,0001564584,4
LAUR,0000912766,4
MITL,0001170534,4
DNOW,0001599617,4
SWTF,0000351817,4
SRCI,0001413507,4
HQY,0001428336,4
WHLR,0001527541,4
HRMN,0001612720,4
HCC,0001691303,4
AKAM,0001086222,4
KFFB,0001297341,4
PLXP,0001497504,4
CEMI,0001092662,4
BHGE,0001701605,4
ADSW,0001585790,4
AT,0001419242,4
SND,0001529628,4
UPL,0001022646,4
CPB,0000016732,4
JEMD,0001708261,4
RYTM,0001649904,4
CART,0001676667,4
JHB,0001647933,4
AKTS,0001584754,4
BXG,0000778946,4
CEIX,0001710366,4
FENC,0001211583,4
HDSN,0000925528,4
TIPWX,0001551047,4
TORC,0001720580,4
PBH,0001295947,4
KRG,0001286043,4
PRIM,0001361538,4
INSW,0001679049,4
ENB,0000895728,4
PQG,0001708035,4
CORE,0001318084,4
PS,0001725579,4
RMNI,0001635282,4
PCYG,0000050471,4
OMEX,0000798528,4
CCK,0001219601,4
WTI,0001288403,4
RASFN,0001045425,4
TBIO,0001693415,4
KNX,0001492691,4
THRM,0000903129,4
LGL,0000061004,4
HVT,0000216085,4
SLGN,0000849869,4
FTNW,0001122063,4
VRAY,0001597313,4
QRTEA,0001355096,4
MITK,0000807863,4
OCPIX,0001725472,4
SGMO,0001001233,4
PTE,0001076682,4
PRNB,0001510487,4
RVSP,0001041368,4
ORIT,0001483195,4
MDR,0000708819,4
WTR,0000078128,4
VGI,0001528811,4
BPR,0001496048,4
LSCC,0000855658,4
SMID,0000924719,4
MDRX,0001124804,4
ROAD,0001718227,4
BIG,0000768835,4
SABR,0001597033,4
LTN,0001725206,4
TPTX,0001595893,4
ALSN,0001411207,4
PDCE,0000077877,4
SRT,0001031029,4
TAST,0000809248,4
COHU,0000021535,4
DSSI,0001761940,4
PRIFA,0001554625,4
CMBM,0001738177,4
CNR,0000883902,4
USAT,0000896429,4
KTB,0001760965,4
CLVS,0001466301,4
WH,0001722684,4
CDXS,0001200375,4
CDMO,0000704562,4
KHC,0001637459,4
TXG,0001770787,4
PTON,0001639825,4
APRE,0001781983,4
FREQ,0001703647,4
SPCE,0001706946,4
IHTA,0001698508,4
APDN,0000744452,4
PHGE,0001739174,4
LPX,0000060519,4
NRK,0001195739,4
CIVBP,0000944745,4
NLTX,0001404644,4
MYO,0001369290,4
BKR,0001701605,4
BG,0001144519,4
HESM,0001789832,4
PEAK,0000765880,4
TA,0001378453,4
CFFI,0000913341,4
WASH,0000737468,4
IMRA,0001672619,4
ARGO,0001091748,4
BRMK,0001784797,4
RAMP,0000733269,4
ORIC,0001796280,4
LYRA,0001327273,4
ALT,0001326190,4
PROG,0001580063,4
FBRX,0001419041,4
FUSN,0001805890,4
ALXO,0001810182,4
INBX,0001739614,4
LEU,0001065059,4
FREE,0001753706,4
IEA,0001652362,4
HCDI,0001784567,4
OM,0001484612,4
PRGS,0000876167,4
LGIQ,0001335112,4
FGNA,0001818502,4
AZYO,0001708527,4
BIVI,0001580149,4
MYFW,0001327607,4
ROOT,0001788882,4
LIQT,0001307579,4
MRVI,0001823239,4
SUMR,0001314772,4
CURI,0001776909,4
MAYS,0000054187,4
PCPL,0001800347,4
ROCCU,0001824403,4
AMR,0001704715,4
ASTS,0001780312,4
AGL,0001831097,4
SWIM,0001833197,4
PRVA,0001759655,4
ATER,0001757715,4
BTRS,0001774155,4
NBA,0001823882,4
CLVT,0001764046,4
CYT,0001662244,4
VINC,0001796129,4
LRMR,0001374690,4
RPID,0001380106,4
ABSI,0001672688,4
CADL,0001841387,4
ICVX,0001786255,4
SAGE,0001597553,4
MIMO,0001823882,4
GAN,0001799332,4
SLGC,0001837412,4
NRDY,0001819404,4
TOST,0001650164,4
XLO,0001840233,4
YELL,0000716006,4
PRM,0001880319,4
FWRG,0001789940,4
SLVM,0001856485,4
LINC,0001286613,4
SEVN,0001452477,4
FSR,0001720990,4
AKYA,0001711933,4
WE,0001813756,4
SG,0001477815,4
XMTR,0001657573,4
CHPT,0001777393,4
USAU,0000027093,4
TSVT,0001860782,4
N.A.,0001163609,4
MLTX,0001821586,4
HCP,0001720671,4
CRSR,0001743759,4
QNST,0001117297,4
SVT,0000089140,4
NASD,0000923601,4
MIND,0000926423,4
COGT,0001622229,4
SLDP,0001844862,4
SLNH,0000064463,4
AIKI,0000012239,4
MLKN,0000066382,4
TAKMX,0001725472,4
GLBL,0001838615,4
PNT,0001811764,4
BRCC,0001891101,4
ATXS,0001454789,4
MBC,0001941365,4
OBIO,0001814114,4
ABST,0001071058,4
HIPO,0001828105,4
MCBS,0001747068,4
AMAM,0001836056,4
TRNR,0001785056,4
OBK,0001516912,4
ATMU,0001921963,4
AMPS,0001828723,4
PMM,0000844790,4
BMC,0000351786,4
NVRI,0000045876,4
SOWG,0001490161,4
GOVB,0001978811,4
HG,0001593275,4
UHG,0001830188,4
UDMY,0001607939,4
EXEL,0000939767,4
VTLE,0001528129,4
WFCF,0001360565,4
MNKTQ,0001567892,4
ANRO,0001999480,4
KYTX,0001994702,4
STRT,0000933034,4
PHUN,0001665300,4
BTSG,0001865782,4
CTRI,0001981599,4
PAL,0001998768,4
NN,0001865631,4
GNT,0001438893,4
TBN,0001997652,4
KVYO,0001835830,4
XPER,0001788999,4
TLSI,0001826667,4
WHLRD,0001527541,4
PRPO,0001043961,4
OMCC,0001000045,4
CCCS,0001818201,4
MDBH,0001934642,4
SMA,0001585389,4
KFRC,0000930420,4
LION,0002052959,4
N.A.,0002047442,4
MH,0001951070,4
ARX,0001997350,4
SI,0001699350,4
RAL,0002041385,4
CE,0001306830,4
RYM,0001800637,4
BCIC,0001372807,4
XZO,0001873951,4
VAC,0001524358,4
TENX,0000034956,4
EKSO,0001549084,4
RPC,0001841968,4
LOGC,0002064307,4
SBSW,0001786909,4
WBKC,0001500836,3
RECN,0001084765,3
RDI,0000716634,3
SCHN,0000912603,3
PCM,0000908187,3
AIT,0000109563,3
RLI,0000084246,3
UBNK,0001501364,3
ONCE,0001609351,3
EPRS,0001135906,3
ASBB,0001520300,3
CLIR,0001434524,3
ZU,0001478484,3
ADXS,0001100397,3
INDB,0000776901,3
EYEG,0001372514,3
SCL,0000094049,3
MDGN,0001138776,3
IPHI,0001160958,3
SCX,0000093676,3
RIGP,0001607250,3
MFSF,0001094810,3
SRPT,0000873303,3
OGS,0001587732,3
BBRG,0001495479,3
RQI,0001157842,3
BRC,0000746598,3
PLD,0001045609,3
AMBR,0001314223,3
GUID,0001375557,3
RICE,0001588238,3
CGIX,0001349929,3
OCIR,0001575051,3
GMAN,0001490636,3
DPLO,0001610092,3
CALM,0000016160,3
SIAF,0001488419,3
LOGI,0001032975,3
KBH,0000795266,3
FDEF,0000946647,3
HZO,0001057060,3
CYTK,0001061983,3
CLCD,0001348649,3
ARWA,0001622577,3
NEN,0000746514,3
JDD,0001255821,3
EQGP,0001632933,3
EGL,0001544229,3
UTF,0001275617,3
NAME,0001589094,3
BKFS,0001627014,3
XBKS,0001442741,3
RAS,0001045425,3
PTXP,0001617798,3
SXL,0001161154,3
ONCS,0001444307,3
PUB,0001636286,3
FPL,0001589420,3
TRU,0001552033,3
ALRM,0001459200,3
MCRN,0001637913,3
CNXC,0001637558,3
TLSRP,0000320121,3
FCSC,0000357097,3
BHBK,0001601545,3
PLAB,0000810136,3
SQI,0001082526,3
ABEO,0000318306,3
KYE,0001322652,3
CWST,0000911177,3
KOS,0001509991,3
CARA,0001346830,3
PEIX,0000778164,3
FLS,0000030625,3
FIG,0001380393,3
ALR,0001145460,3
GNW,0001276520,3
ABCO,0001157377,3
SAAS,0001087934,3
JPEP,0001523404,3
CTRE,0001590717,3
TPUB,0001593195,3
AMAT,0000006951,3
MOCO,0000067279,3
SYMC,0000849399,3
PBY,0000077449,3
CG,0001527166,3
DK,0001351541,3
BHL,0001412914,3
NK,0001326110,3
EBSB,0001600125,3
STI,0000750556,3
SSTK,0001549346,3
PRA,0001127703,3
SEM,0001320414,3
ISIL,0001096325,3
ACC,0001283630,3
IPI,0001421461,3
ETP,0001012569,3
AGEN,0001098972,3
OLLI,0001639300,3
KED,0001363890,3
CTMX,0001501989,3
RLYP,0001416792,3
IOTS,0001395848,3
ARAY,0001138723,3
MW,0000884217,3
NRF,0001273801,3
WFM,0000865436,3
PINC,0001577916,3
SCMP,0001365216,3
SIGI,0000230557,3
SN,0001528837,3
AJSB,0001576336,3
ESIO,0000726514,3
HIFR,0001506401,3
MENT,0000701811,3
QSII,0000708818,3
WPZ,0001483096,3
PTLA,0001269021,3
APU,0000932628,3
XILSX,0001616037,3
SPH,0001005210,3
FXCM,0001499912,3
BZM,0001169029,3
WVFC,0000910679,3
SMRT,0000884940,3
MUH,0001038190,3
C,0000831001,3
SEIC,0000350894,3
URI,0001067701,3
CFR,0000039263,3
TLMR,0001360683,3
HBKA,0001008579,3
BGNE,0001651308,3
YRCW,0000716006,3
HABT,0001617977,3
JCP,0001166126,3
INB,0001395057,3
ZOES,0001594879,3
DCI,0000029644,3
UTL,0000755001,3
IFN,0000917100,3
XL,0000875159,3
WLL,0001255474,3
OPY,0000791963,3
ABTL,0001023364,3
XENT,0001271214,3
PZRX,0001429386,3
KEYW,0001487101,3
PDFS,0001120914,3
HALL,0000819913,3
EXAR,0000753568,3
NH,0001566469,3
VRTU,0001207074,3
MOV,0000072573,3
PBNC,0001414374,3
XENE,0001582313,3
TILE,0000715787,3
JVA,0001007019,3
BTHT,0001667840,3
WCFB,0001667944,3
ITGR,0001114483,3
GEMP,0001638287,3
TTGT,0001293282,3
MEDP,0001668397,3
CHUBA,0001665658,3
AGTC,0001273636,3
HY,0001173514,3
HOFD,0000833795,3
NKTR,0000906709,3
CLH,0000822818,3
WVVI,0000838875,3
LKSD,0001669812,3
SKX,0001065837,3
WEBK,0001526952,3
KIO,0001515940,3
WRD,0001681714,3
TIVO,0001675820,3
KNDI,0001316517,3
CHSCP,0000823277,3
JAG,0001685715,3
JNCE,0001640455,3
GCH,0000887546,3
XEL,0000072903,3
MODN,0001118417,3
BWXT,0001486957,3
AHP,0001574085,3
PSDO,0001631825,3
VLRX,0001619250,3
HESM,0001619739,3
AGIO,0001439222,3
FND,0001507079,3
AKR,0000899629,3
SBGI,0000912752,3
BEBE,0001059272,3
CNNB,0001635484,3
ORCL,0001341439,3
CDEV,0001658566,3
TCF,0000814184,3
BBGI,0001099160,3
AKCA,0001662524,3
CRWS,0000025895,3
EEA,0000791718,3
METC,0001687187,3
MDGL,0001157601,3
DKS,0001089063,3
RGC,0001168696,3
OVID,0001636651,3
OMP,0001652133,3
BTT,0001528437,3
SVRA,0001160308,3
RES,0000742278,3
FCRIX,0001688897,3
XPER,0001690666,3
AQUA,0001604643,3
DS,0001175483,3
JCI,0000833444,3
FIV,0001687081,3
CURO,0001711291,3
DRNA,0001399529,3
MLNT,0001461993,3
FTSI,0001529463,3
EFL,0001701167,3
UFPI,0000912767,3
TKR,0000098362,3
SIEN,0001551693,3
EVLO,0001694665,3
CAI,0001388430,3
PIRS,0001583648,3
RASFO,0001045425,3
CHRA,0001730346,3
APTX,0001674365,3
FNTE,0001683695,3
EYEN,0001682639,3
NA,0001206942,3
RUBY,0001709401,3
REPL,0001737953,3
IIM,0000885601,3
CPHC,0001672909,3
TENB,0001660280,3
GSKY,0001712923,3
VCNX,0001205922,3
NWS,0001564708,3
SNDR,0001692063,3
JEQ,0000866095,3
STRO,0001382101,3
NICHX,0001736510,3
PLAN,0001540755,3
ALLO,0001737287,3
LOGC,0001664106,3
FNF,0001331875,3
AXNX,0001603756,3
CLM,0000814083,3
FRBK,0000834285,3
TWST,0001581280,3
SIGA,0001010086,3
TTMI,0001116942,3
NODK,0001681206,3
VRRM,0001682745,3
CMIA,0001058623,3
PWR,0001050915,3
MUA,0000901243,3
MRVL,0001058057,3
PTEN,0000889900,3
AAIDX,0001754927,3
SITC,0000894315,3
WRK,0001732845,3
EAGL,0001712189,3
AMRX,0001723128,3
SDI,0000911649,3
MOD,0000067347,3
AFL,0000004977,3
MS,0000895421,3
TMDX,0001756262,3
AIMC,0001374535,3
COOP,0000933136,3
NXTC,0001661059,3
BBCP,0001703956,3
CINR,0001575051,3
ALTM,0001692787,3
BCYC,0001761612,3
VCRRX,0001687898,3
RSF,0001644771,3
TGTX,0001001316,3
KRTX,0001771917,3
CHNG,0001756497,3
AVRO,0001681087,3
CSTL,0001447362,3
MMSI,0000856982,3
BSIG,0001748824,3
CRCM,0001412270,3
CLB,0001000229,3
CLNY,0001679688,3
SGRY,0001638833,3
